,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03
B082Y6CY18,8.99,9.78,9.78,8.99,9.95,9.715,9.086666666666666,8.49,8.49,8.49,8.49,8.49,8.49,9.24,8.615,8.615,8.615,8.615,9.49,10.49,9.49,9.49,9.49,9.99,11.74,10.49,10.49,10.49,10.49,10.49,9.99,9.99,9.99,9.99,12.99,12.99,9.99,9.99,9.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,4.49,7.99,12.99,12.99,12.99,12.99,7.99,7.99,7.99,12.99,12.99,12.99,12.99
B08376JQLJ,,1529.885,1444.21,1251.8954545454546,1080.5728571428572,1077.216470588235,1074.180769230769,1135.1295833333334,1097.1126829268294,1098.6033333333337,1088.3852173913044,981.2592307692308,952.7718181818182,945.5516,900.695652173913,851.6941176470588,859.6,755.1684090909092,757.8817647058823,808.1484210526315,819.5890909090908,839.7232142857143,979.6840909090909,956.4866666666666,802.775652173913,741.0120512820513,698.7643478260869,645.1609375,653.8278125,733.6772,751.0661904761904,648.5429032258065,620.521875,564.5572340425532,655.0675,770.6305769230769,790.8845283018867,665.8023913043478,651.3872,601.5289285714287,610.1868421052632,577.6990277777778,645.1184337349398,606.7382456140351,546.9420588235294,536.0482291666666,510.4489130434783,486.6819047619048,496.9409836065574,492.4158585858586,482.181224489796,472.8641818181818,460.3459523809523,438.2002105263157,436.2277027027027,423.0171794871794,424.5946428571429,425.08125,409.0769230769231,408.70403846153846,380.5172839506173,375.0
B0837N9LVF,69.99,69.99,69.99,69.99,69.99,54.99,54.99,54.99,49.99,49.99,40.715,46.99,42.71,41.306666666666665,39.79333333333333,37.99,37.165,39.26888888888889,39.99,33.99,39.99,36.99,36.99,35.99,39.99,36.99,37.99,37.99,37.99,36.99,36.49,32.99,34.99,36.49,32.26272727272727,32.26272727272727,32.26272727272727,33.32333333333333,32.49,31.99,32.49,34.99,32.49,32.489999999999995,33.91857142857143,34.365,32.4875,32.988,32.485,37.48833333333334,31.49,32.365,31.156666666666663,31.69,29.24,29.24,32.115,32.82333333333333,29.99,29.99,26.99,26.99
B083JP3QYJ,,390.43,368.5175,374.83,374.0233333333333,375.3728571428572,418.2655555555555,424.1064705882353,424.21,532.036875,704.7222222222222,722.9714285714285,607.9480392156862,554.5128571428571,481.1525,424.97,399.7683333333334,398.99,409.99,399.6833333333333,397.98,428.08238095238096,516.8718181818182,522.5192307692307,406.9166666666667,397.9791379310345,422.2407692307692,428.2612,425.519,418.0457142857143,418.0457142857143,418.0457142857143,418.0457142857143,389.1755555555556,417.7466666666666,399.0631818181818,371.9894871794872,381.42,417.2125,379.5833333333333,399.0,397.49,391.78,391.78,359.99,359.99,375.9925,195.565,382.95666666666665,360.96,404.562,469.95,469.95,469.95,397.1133333333333,392.2325,419.495,419.495,477.3454166666666,394.79,444.57,444.57
B083JQBC1G,179.475,175.18428571428572,178.726,184.04,179.49,179.95,209.15833333333333,326.2785714285714,390.0,309.9516,528.9646875,531.5481818181818,304.464375,410.2191304347826,413.8186956521739,263.0069230769231,306.69888888888886,347.31454545454545,231.00743902439024,215.2836111111111,244.7028571428572,231.38166666666663,317.8165306122449,261.75125,211.284,208.6985294117647,215.675,213.7,242.742,209.95,234.638,227.596,226.62272727272727,204.76666666666665,208.21466666666663,210.16608695652167,291.9712345679012,252.4391891891892,228.16172413793103,195.692,186.995,163.3625,156.16666666666666,166.30555555555554,166.225,200.8625,200.8625,200.8625,200.8625,200.8625,200.8625,200.8625,200.8625,199.95,199.95,199.95,199.95,169.99,206.118,206.118,175.49,175.49
B083JW2YJ5,179.38,175.90333333333334,174.82,174.79473684210527,174.81483870967742,178.70499999999998,220.02,179.96333333333334,202.11166666666668,219.99,252.49,252.49,277.4875,231.14823529411763,167.46,167.46,219.1242857142857,323.635,228.97000000000003,288.98,300.1159259259259,312.36357142857145,379.73785714285714,252.30894736842103,229.71941176470588,229.95,223.958,217.586,217.18400000000003,201.984,213.5017391304348,221.74,229.72,206.44125,220.005,224.45,222.97,256.255,212.9940625,207.825,223.58,205.08375,196.76,195.0,195.19952380952373,199.5475,219.83,179.99,210.415,204.2075,214.71,214.71,219.83,189.2925,194.938,194.938,186.49,176.5163157894737,204.97,229.95,229.95,229.95
B083M1BLT5,,13.49,12.99,13.79,15.49,15.49,15.49,15.49,15.49,15.49,15.19,14.24,14.99,14.99,13.865,13.865,13.865,12.74,13.865,14.99,13.865,13.865,12.74,13.865,14.99,13.865,13.865,14.223333333333334,13.84,13.84,12.99,14.99,13.49,13.84,14.99,13.84,13.84,12.69,13.84,14.223333333333334,13.19,12.776666666666666,13.823333333333332,13.823333333333332,13.823333333333332,15.435,15.435,13.953333333333331,13.935,13.935,13.935,13.935,13.935,14.49,12.465,12.465,13.985,13.985,13.985,13.985,12.59,12.59
B083NPL73W,339.99,339.99,354.99,354.99,314.49,314.49,314.49,314.49,314.49,314.49,314.49,314.49,314.49,314.49,369.99,339.99,314.49,314.49,323.39,323.39,323.39,370.5372727272727,399.99,399.3233333333333,357.9766666666667,357.9766666666667,312.64,339.99,338.99,338.99,338.99,338.99,318.99,313.64,328.79,309.6666666666667,329.59000000000003,318.0373333333334,313.6228571428572,315.204,318.605,314.642,311.0814285714286,313.435,290.90214285714285,314.549,290.148,316.87,312.8933333333334,312.8933333333334,312.8933333333334,312.8933333333334,284.05,282.1933333333333,254.15,254.15,259.345,289.95,291.59857142857146,304.5578571428572,306.35571428571427,306.35571428571427
B083TLZN7G,,42.614285714285714,45.15,39.9,39.9,38.136,32.41,36.5,33.205,30.51,39.3,40.053,33.205,32.236666666666665,30.46,32.945,30.51,34.10333333333333,34.10333333333333,33.205,33.205,30.51,36.06666666666666,35.9,34.92444444444445,41.9,35.224444444444444,33.87875,32.666000000000004,34.528,34.2825,36.04285714285714,35.9,35.9,32.31,32.31,32.31,30.52,33.21,34.10666666666666,33.21,32.31,33.806666666666665,33.806666666666665,32.31,33.2075,32.129999999999995,33.38666666666666,35.864,36.30090909090909,35.5025,34.105000000000004,34.105000000000004,33.5025,32.31,32.31,37.4,32.19,32.31,34.84,32.31,35.9
B083WNRH45,,18.45,18.45,17.95,17.95,17.25,17.95,17.95,17.95,17.95,17.95,17.95,17.95,20.182,19.09,24.50333333333333,20.465,20.80095238095238,21.07588235294118,20.51727272727273,20.503076923076925,21.095,20.122631578947367,19.895454545454545,20.86142857142857,20.172727272727272,18.98444444444445,18.243571428571432,18.61294117647059,18.225,16.003999999999998,18.562,20.43777777777778,19.371,18.48851851851852,20.82684210526316,22.33333333333333,21.50647058823529,20.42818181818182,20.02813186813187,19.73923076923077,22.039,19.8975,22.201818181818183,21.81647058823529,21.09526315789474,21.044545454545457,19.997647058823528,19.13307692307692,18.81416666666667,19.696,17.335,17.335,26.35875,20.70125,21.000833333333333,23.553846153846152,30.21923076923077,23.44,20.691538461538464,18.85125,18.85125
B0849ST9TT,451.5,369.31666666666666,394.7425,444.7246666666667,390.7064285714286,378.1961538461538,382.54285714285714,368.4334482758621,359.12888888888887,345.9135714285714,353.93296296296296,347.295,305.71416666666664,307.0932,346.03933333333333,315.29413043478263,292.5127906976744,300.5857142857143,334.2136842105263,332.4242307692308,322.5421052631579,349.41263157894736,336.034,272.99,286.4387096774193,246.84348484848485,234.40615384615387,268.7844642857143,234.3122222222222,251.8386842105264,205.782,194.90947368421047,195.99546875,215.9430612244898,259.81548387096774,202.1767741935484,186.64807692307693,242.19333333333336,181.93066666666667,190.21907692307693,197.09071428571428,191.41590909090908,197.2155555555556,187.3390909090909,187.3390909090909,222.155,207.24513513513511,186.85764705882352,183.15857142857143,178.72833333333335,146.72,145.59027777777777,159.6225,147.18055555555554,146.51258064516128,141.115,143.67818181818183,136.77387096774194,146.16275862068966,139.7244827586207,135.87291666666667,135.87291666666667
B084BKN2RN,45.24,46.665000000000006,48.986,47.055,47.055,45.932500000000005,44.43333333333334,45.36,109.2,140.99,140.99,140.99,47.24,44.05166666666667,48.335,49.39,49.39,48.975,49.66142857142857,49.00125,49.60999999999999,49.734,49.080000000000005,49.080000000000005,49.080000000000005,49.92333333333334,44.274,47.545,53.89,53.89,53.89,49.99,46.92,46.92,46.92,46.92,46.583333333333336,46.583333333333336,46.583333333333336,50.95,50.95,50.95,50.89333333333334,50.64333333333334,50.64333333333334,50.64333333333334,50.415,48.185,48.185,44.4525,42.2275,45.82,45.82,50.99,57.49,60.29444444444445,56.26,56.26,53.84666666666666,50.75,49.556666666666665,49.556666666666665
B084BNH26P,,,175.71454545454546,178.99666666666667,174.06785714285712,194.95384615384617,178.34545454545454,175.69857142857146,146.84,170.55888888888887,171.1575,163.792,159.1225,166.0275,165.11625,169.61333333333334,149.98833333333334,155.28,156.48666666666668,181.59867924528305,162.63255319148936,146.5946153846154,157.96200000000002,158.257,154.69818181818184,175.25010416666666,165.46736842105264,169.82500000000002,159.32666666666668,149.99,159.99,153.5,153.3542857142857,159.37,159.2176923076923,161.87,157.36307692307693,153.24666666666667,141.32333333333335,147.07000000000002,153.58897435897435,144.33741935483872,142.15121212121213,140.39128205128205,138.23045714285715,138.19636363636366,134.97857142857143,139.360843373494,148.70785714285714,141.8835,124.93916666666668,135.38125,132.25727272727272,122.72727272727272,118.23,120.0,109.71818181818183,106.49916666666668,109.49,102.02916666666664,112.28119999999998,112.28119999999998
B084C15855,,498.995,498.995,556.6566666666666,519.99,490.792,449.99,488.3,443.489,495.27,479.77,487.792,546.8415384615384,449.99,493.145,474.495,416.32666666666665,468.995,450.966,419.79375,451.7277777777778,492.475,462.3525,426.5833333333333,434.3908333333333,433.2583333333334,436.9725,407.7715625,366.40317073170735,361.125,333.99833333333333,374.1362962962963,313.8625,327.84933333333333,334.24333333333334,342.3697142857143,354.75166666666667,303.0683333333333,289.1636363636364,271.3514285714286,238.66037974683545,280.1111111111111,282.72058823529414,294.26642857142855,287.1791666666667,265.0407142857143,269.946,259.54375,245.33666666666667,242.701875,239.2772413793104,216.24384615384616,221.00466666666668,209.8127777777778,204.4818181818182,203.00333333333333,185.47,200.3209523809524,304.9912195121952,346.06100000000004,259.53825,259.53825
B084GTH5LL,,,149.99,149.99,149.99,147.10071428571428,151.138,151.138,181.63,163.41944444444445,149.25666666666666,134.99,139.99,139.99,132.84714285714287,143.30666666666667,128.3657142857143,125.8425,127.67083333333332,128.09933333333333,132.46222222222224,128.615,126.43800000000002,136.06692307692308,128.56714285714287,136.2425,139.14,142.781,139.9757142857143,139.99,120.99333333333334,148.965,127.50428571428571,119.99,108.79,122.99,108.32333333333332,122.8810303030303,123.79544061302684,116.29363636363637,116.29363636363637,128.2525,119.49,129.99,132.7835294117647,141.5215,113.32333333333334,124.91,122.49,122.49,126.39,120.79,114.99,120.044,129.99,114.99,115.99,113.32333333333334,107.49,114.99,99.98,99.98
B084JFH7CJ,,,149.99,186.39,186.39,186.39,166.19,132.83999999999995,131.72333333333333,174.34,161.24555555555557,161.24555555555557,161.24555555555557,161.24555555555557,161.24555555555557,161.24555555555557,146.02333333333334,135.13,130.92333333333332,161.91,174.19,166.6233333333333,151.39,149.79000000000002,144.49,144.49,144.49,144.49,144.49,132.51,130.14,127.84,124.72,125.61,128.65,134.04,139.656,136.19333333333333,128.41875,121.38833333333334,118.58875,120.24933333333334,120.79,118.076,121.65714285714286,124.518,131.83166666666668,132.40666666666664,131.33,123.92,117.835,125.96666666666664,133.73250000000002,126.445,111.99166666666667,106.89,110.89222222222222,123.26166666666666,126.61,138.69285714285715,148.7525,148.7525
